Function	FT00104	FT00109	FT00114	FT00128	FT00149	FT00174	FT00177	FT00182	FT00189	FT00202	FT00220	FT00231	FT00303	FT00311	FT00385	FT00400	ST00001	ST00003	ST00005	ST00006	ST00008	ST00009	ST00015	ST00016	ST00017	ST00018	ST00019	ST00021	ST00023	ST00026	ST00027	ST00028	ST00030	ST00031	ST00035	ST00039	ST00040	ST00041	ST00042	ST00044	ST00045	ST00046	ST00047	ST00050	ST00051	ST00053	ST00054	ST00056	ST00057	ST00059	ST00060	ST00062	ST00063	ST00064	ST00065	ST00067	ST00070	ST00075	ST00077	ST00078	ST00081	ST00082	ST00083	ST00084	ST00085	ST00088	ST00091	ST00092	ST00094	ST00100	ST00101	ST00112	ST00123	ST00132	ST00142	ST00143	ST00146	ST00162	ST00176	ST00184	ST00190	ST00203	ST00205	ST00207	ST00208	ST00219	ST00223	ST00226	ST00227	ST00234	ST00242	ST00259	ST00263	ST00266	ST00278	ST00281	ST00305	ST00338	ST00348	ST00379	ST00382	ST00383	ST00384	ST00386	ST00387	ST00395	ST00411	ST00412	ST00415	ST00420	ST00422	ST00425	ST00465	ST00480	ST00541	SW00001	SW00003	SW00004	SW00006	SW00007	SW00018	SW00021	SW00027	SW00028	SW00032	SW00035	SW00041	SW00106	SW00109	SW00115	SW00116	SW00127	SW00148	SW00172	SW00176	SW00183	SW00197	SW00213	SW00224	SW00295	SW00303	SW00378	SW00395
Lipid_Metabolism	0.025047074	0.022803224000000004	0.026096508999999997	0.027834515	0.027317499999999995	0.024872874	0.03320168800000001	0.029318518999999998	0.030680449000000002	0.028176531	0.022546895	0.027089315000000003	0.022119221	0.025636400999999996	0.026197497999999996	0.026018547	0.039188081	0.041969738	0.04257411199999999	0.03994354999999999	0.035986111	0.04062700500000001	0.039347973999999994	0.042062859999999994	0.044515226000000005	0.041879211	0.03471233	0.04154367	0.039451898	0.039755384	0.042410655	0.035546219	0.036640049	0.03995332600000001	0.04548329	0.04229121999999999	0.042352081	0.04019372	0.03493900300000001	0.047032821	0.036202301000000006	0.0	0.043937448999999996	0.03693657300000001	0.041105098	0.042886851	0.043133684	0.03927642	0.043847676999999995	0.042650108	0.045639302	0.041940258999999994	0.039809119999999996	0.041368324	0.040485229	0.035624916	0.03950884599999999	0.04348622099999999	0.041064302000000004	0.037434643	0.040133257000000006	0.040689777	0.041540205000000004	0.039950904	0.039954414	0.040611350000000004	0.04267208299999999	0.04104280899999999	0.039133819	0.042266189	0.041837622000000005	0.03998780800000001	0.036545698	0.040583835	0.039155937999999994	0.038090602	0.037392769000000006	0.036164239	0.042302146	0.03924886	0.04323999199999999	0.043505182	0.042551438	0.051611202	0.04046166199999999	0.040079193000000006	0.041514628	0.04003530500000001	0.037813852	0.042319482	0.042877595	0.045174622	0.042966548	0.047190630000000004	0.041988989	0.040131015	0.038129698000000004	0.039064978	0.043556138	0.042927233999999995	0.04065226	0.024842568999999995	0.04943459	0.046250184	0.040418368999999996	0.050333362	0.047201063999999994	0.041752159000000004	0.045674370000000006	0.046363366999999996	0.04623911900000001	0.039217748000000004	0.042587624	0.045297514	0.04361923300000001	0.044899424	0.041373554	0.040479088999999996	0.025287212000000003	0.042411579000000005	0.043307575	0.031385322	0.037817752999999996	0.029575826	0.041215686999999994	0.03284577799999999	0.037103950999999996	0.042271956	0.047644363	0.044258566999999985	0.041766041000000004	0.038003616999999996	0.039414684	0.023522308000000002	0.05299311899999999	0.042039663	0.046668788	0.043805005999999994	0.042320436999999995	0.04444732400000001	0.047665187	0.047626858	0.027110897999999998
Metabolism_of_Terpenoids_and_Polyketides	0.0011881110000000002	8.12874E-4	0.002031168	0.001353557	0.00162016	7.66422E-4	0.011717019	9.454750000000001E-4	0.00234262	5.015880000000001E-4	7.563979999999999E-4	3.27105E-4	2.9515E-4	7.26355E-4	6.0992E-5	3.5490199999999993E-4	0.023550422	0.025052243999999998	0.027248161	0.025499411000000003	0.030084513	0.024765719000000002	0.024386421000000002	0.027544805000000006	0.027152035	0.026886864	0.032142701	0.025241679999999996	0.02633239	0.028679576999999998	0.026963710000000002	0.030825113	0.025409651999999998	0.029649884	0.019936263	0.024922419999999997	0.028673024	0.02251269	0.026205855999999996	0.027697838000000002	0.026337951	0.00669706	0.02809034	0.026416490000000004	0.0278016	0.024643619	0.026389509999999998	0.030965633	0.026515999999999998	0.02906595	0.029254080000000005	0.027076468	0.025971912	0.024416103	0.029731667000000003	0.014819832	0.025822013	0.031161196000000002	0.025553153000000002	0.026116081	0.023799415	0.027368774999999998	0.023200256	0.02586481	0.023714319000000005	0.024856786999999998	0.0240448443	0.027572681	0.025502754	0.028022989999999998	0.024451283999999997	0.026899627000000002	0.028942015	0.026456366000000002	0.028007268	0.028944735	0.025863927	0.024022250000000002	0.027033164999999998	0.027324993	0.029264484	0.031842601	0.026180477	0.031154540299999995	0.026921308	0.027625859999999995	0.025729655	0.029526851	0.028529066000000002	0.029125563	0.027934795000000005	0.020569162	0.030206824	0.026377026	0.026406870000000002	0.026545638	0.025814451000000002	0.028360445999999997	0.026430049	0.029523113999999996	0.0249651309	0.004936665999999999	0.017227831	0.022616932	0.026309217	0.030812564999999997	0.027719515000000004	0.026104435	0.025125181	0.01803686	0.024884046099999998	0.024550752	0.026504901000000004	0.025076406	0.030391835	0.022978039999999998	0.022487128000000002	0.027208755	0.005205559	0.026103626	0.024680426000000002	0.008815670999999999	0.027695116000000002	0.010285896	0.021910151000000003	0.01860583	0.015033351	0.0295278	0.028219231999999997	0.030326621999999998	0.027333491	0.026728440000000003	0.036183019	0.015920541	0.03364177	0.027363399999999996	0.0344451291	0.024977767	0.025567595999999998	0.028067613999999998	0.018559857	0.035256437	0.008233031
Biosynthesis_of_Other_Secondary_Metabolites	2.34297E-4	0.0	2.9358E-4	0.0	0.0	7.78789E-4	0.007492668	0.0	3.88972E-4	6.144420000000001E-4	1.4392700000000002E-4	3.31E-6	2.17682E-4	0.00150927	0.00977158	0.0	0.022304327	0.022135185	0.02063696	0.025618731000000002	0.022312322000000002	0.021782628000000002	0.02018389	0.02034575	0.021072023000000002	0.022260363	0.025911768	0.023284005	0.020511422999999997	0.018413803	0.018130007	0.041146868	0.02018831	0.025134353	0.0183576	0.020752429	0.020952237	0.022714035	0.0183107203	0.018473812	0.019234445	0.0	0.017579682	0.020044702	0.019451805000000003	0.01914362	0.019630468999999998	0.02140004	0.019324479000000002	0.0212518	0.022503341	0.020210627	0.022046362999999996	0.023874649999999997	0.031216154000000003	0.009431655	0.022466622000000002	0.019756119	0.021287865999999996	0.019521833	0.021084935000000003	0.022105345	0.022232961	0.019385816	0.022783257999999997	0.019430494	0.020490337000000004	0.019234944000000004	0.019548621	0.021084862	0.020523408	0.020279341000000003	0.022987769	0.022869677	0.018911383999999996	0.020916278	0.020916283999999997	0.015481259999999998	0.022472657000000004	0.024053814	0.020698444000000003	0.020423063999999998	0.020079448	0.016348097	0.02129593	0.019173428	0.020913298	0.018003295	0.020497651999999998	0.018461222	0.018305358999999997	0.014983152	0.021645745	0.020241556999999997	0.025667958	0.01973841	0.021343183	0.021961172	0.021587265999999997	0.021057207	0.022984677999999995	0.002098333	0.020364591999999997	0.02013157	0.024078333	0.019643908999999998	0.019066830999999996	0.022853206	0.025273292	0.017931843000000003	0.02398395	0.023016408	0.022810943000000004	0.021951299	0.020945399	0.016757523	0.017099536000000002	0.02008424	0.00645217	0.017395959	0.02185427	0.006609722	0.03424909300000001	0.00398539	0.020361579	0.009879879	0.01538826	0.02158217	0.024139082	0.019480233000000003	0.023624196	0.021970036999999998	0.020449525	0.01085954	0.014661191	0.018965415	0.016753099	0.019200223999999995	0.022238272999999996	0.022055474	0.009591008	0.021567968	0.004507003999999999
Amino_Acid_Metabolism	0.07954697000000001	0.073750573	0.07930498099999998	0.07516007599999999	0.09693382599999999	0.07931729100000001	0.11419094000000002	0.050516073999999994	0.08886969300000001	0.08555173499999999	0.076868515	0.046989513000000004	0.07491008499999997	0.081398803	0.07921517	0.07492952800000001	0.15022667	0.14815268	0.14820917	0.14366318999999997	0.15597282999999998	0.14970465	0.15475472	0.14562769	0.16200469999999997	0.15119731	0.16901778	0.15604065	0.15360493999999997	0.15375548	0.15331833999999997	0.14663296999999997	0.15420674999999998	0.14842394	0.15783989999999998	0.14897475999999998	0.15717731	0.14368644	0.16329475	0.13579883	0.14454201000000003	0.1356387	0.15579498	0.15170320999999998	0.15340457999999998	0.14707846	0.14707815	0.14521003	0.15229546	0.15558673	0.14991089	0.14423634000000002	0.15573238	0.14700727	0.15158368	0.0867178	0.149128	0.15170073999999997	0.15269506	0.15343421	0.15763125	0.14503594	0.15298981	0.15559885	0.15395337	0.16203077	0.14845366999999998	0.15253956000000002	0.15381244	0.14628886	0.14813885999999998	0.15021055	0.16316368	0.14841607	0.15312332999999997	0.15534689999999998	0.15228563	0.17561534999999998	0.14851517	0.14706388	0.1446195	0.14341591999999997	0.14960613	0.13567871	0.14786825999999997	0.13925751999999997	0.15898220999999998	0.16442406999999998	0.15305681000000002	0.15592466000000002	0.14559373999999997	0.13355951	0.13723149	0.14104598999999998	0.14020857999999997	0.14401251	0.14692133	0.14158252	0.14714001	0.14942563000000003	0.14356896	0.08016936000000001	0.13662461	0.15478659	0.15117768	0.13783457999999998	0.15103455	0.14092332999999999	0.13371354	0.1357025	0.13912281999999998	0.14667339000000001	0.14865964999999998	0.142403	0.14139737000000002	0.13668723000000002	0.14232011	0.134683	0.10691919	0.14033932000000005	0.14102752999999998	0.08124754	0.15075599	0.08325189	0.13610919999999999	0.08965772	0.12913225	0.14529055000000002	0.13759437	0.13025386	0.12635331	0.12823249	0.14481301000000002	0.09886852999999998	0.13152414	0.13998927	0.11750972999999999	0.13915015	0.14429957999999998	0.1416244	0.13164245	0.14259397000000001	0.060917830000000006
Metabolism_of_Cofactors_and_Vitamins	0.272873655	0.2095588	0.256887352	0.270421295	0.275634002	0.238580855	0.22638172	0.277890879	0.246263742	0.25065887	0.229645094	0.256832533	0.238646579	0.237507251	0.275675375	0.249952226	0.16954033999999998	0.15165874000000001	0.17929241999999998	0.153384078	0.15386179	0.16844922699999998	0.172890934	0.168621984	0.13343432	0.160965855	0.160525975	0.15148382600000004	0.16022269799999997	0.161313505	0.141155614	0.14502006000000003	0.176738363	0.152638928	0.14959573	0.15360433999999998	0.14620754000000002	0.17453173	0.13973075	0.157027003	0.176936729	0.2428988	0.14130236200000001	0.15062097900000002	0.15935985	0.15795542	0.18983581000000002	0.16304565999999998	0.13392788	0.163760044	0.16102791900000005	0.138338039	0.15667379999999997	0.162271515	0.14141320000000002	0.11719470999999998	0.168297526	0.154682147	0.164269956	0.16954191999999998	0.16820196099999998	0.14995175799999996	0.15398124899999996	0.15951188000000002	0.156387787	0.15010247	0.159624945	0.164733576	0.163671264	0.14157084400000003	0.16702211699999997	0.159834189	0.1626658	0.16360531399999997	0.174996264	0.14937970399999997	0.15166490500000002	0.15266968	0.155515626	0.17079409899999998	0.14492375999999998	0.13676001899999995	0.16387179899999998	0.15088789	0.161564716	0.177721258	0.164199722	0.14822443	0.17419593100000003	0.14673154	0.15107020399999999	0.215262334	0.13746797	0.15221665	0.165073678	0.17565310999999997	0.17897980900000002	0.16195136499999999	0.16337657400000002	0.17073128399999996	0.171738147	0.21157117000000003	0.179024814	0.13869243	0.16674714499999999	0.141225564	0.143921264	0.17712977100000005	0.15396249699999998	0.15878825400000002	0.15566924699999998	0.165407515	0.15743367600000002	0.154857718	0.140875246	0.167827987	0.15379309700000002	0.16354051099999997	0.27220497	0.165091879	0.163869879	0.10786599999999999	0.14428174500000002	0.169791753	0.149353809	0.12418549000000001	0.216527083	0.155642426	0.140012075	0.152382986	0.172261672	0.172927728	0.146721253	0.179970109	0.146458047	0.162079424	0.15906423700000002	0.16880121399999998	0.154800073	0.149000446	0.14658575	0.13409855400000004	0.06712122
Nucleotide_Metabolism	0.00664087	0.0067922899999999994	0.00589695	0.00662541	0.00743993	0.00689654	0.01453023	0.00650738	0.0066110100000000005	0.005901099999999999	0.0051454199999999995	0.0067949099999999995	0.00572763	0.00596499	0.0064063	0.0056726699999999994	0.021811209999999998	0.0270567	0.022342	0.02178184	0.0249551	0.022248650000000002	0.02144388	0.022318200000000003	0.027759199999999998	0.0234735	0.024729	0.0229069	0.0241689	0.0260419	0.0288916	0.0248571	0.02308334	0.025175	0.0235176	0.0255409	0.0259633	0.021855779999999998	0.029246300000000003	0.020907580000000002	0.02276531	0.0379096	0.026791099999999998	0.024932	0.0285025	0.0244269	0.022138659999999998	0.0234156	0.028095	0.022898210000000002	0.02209009	0.0263865	0.024498100000000002	0.02083111	0.0253732	0.01577135	0.0247933	0.0266823	0.0245538	0.0250539	0.02212007	0.024229300000000002	0.02391413	0.0259874	0.0228641	0.0269067	0.024247	0.0257248	0.0256479	0.025754600000000002	0.02201699	0.0244153	0.026478	0.023612170000000002	0.024323499999999998	0.0273713	0.0255412	0.0275517	0.0236672	0.02183839	0.0251883	0.0269579	0.0236997	0.02118563	0.024671	0.0237378	0.0238932	0.0266012	0.02296112	0.0267706	0.0258793	0.0226599	0.027785	0.0226955	0.022477419999999998	0.02315184	0.02215442	0.0268919	0.02377518	0.0252358	0.026122600000000003	0.00944181	0.0214743	0.0273031	0.02301001	0.0245999	0.025681500000000003	0.027011010000000002	0.0233197	0.02181936	0.0237748	0.02247493	0.02354394	0.0227162	0.0258959	0.020267439999999998	0.0252906	0.0220236	0.0107533	0.0248716	0.021679	0.01339221	0.025062599999999997	0.01293152	0.0248869	0.01611469	0.0225917	0.023012499999999998	0.02262123	0.0247421	0.0240702	0.0226257	0.0252781	0.014505259999999999	0.021391800000000002	0.02206209	0.023506199999999998	0.0226734	0.023381100000000002	0.0236039	0.02097248	0.02310206	0.01019529
Xenobiotics_Biodegradation_and_Metabolism	7.386300000000001E-4	0.010674620000000001	0.006350723999999999	0.005521374000000001	0.00128474	3.75E-5	0.012807503000000001	0.0013987560000000003	0.0	0.007640706	0.00489647	0.007567704	0.005664052	0.001857139	0.0014957570000000001	0.009810666	0.026755532	0.03381574	0.015413904999999999	0.026591800000000002	0.027383986	0.029442433000000004	0.021023605200000003	0.030177665999999995	0.017287153	0.019713260399999998	0.015819437	0.030994847000000002	0.025667131	0.015797527999999998	0.031731386	0.020845303500000006	0.021647027	0.032980108999999994	0.015995209	0.0346821782	0.033856078	0.022421036000000002	0.018964404	0.056334734000000004	0.024264139999999997	0.00788802	0.031799367	0.027696125999999998	0.029725087	0.03553286500000001	0.016322023999999997	0.020088376999999998	0.032188713	0.020325138	0.023044524	0.035487779000000004	0.0249492544	0.028676946000000002	0.028731389999999996	0.014843965999999998	0.034086228999999996	0.029365948	0.018051155999999995	0.018451017	0.030538538	0.033558718200000004	0.025610046999999997	0.028415626000000003	0.020995593999999996	0.024585453000000004	0.032914187	0.026816734000000002	0.030478567000000005	0.027793120000000004	0.031257044000000005	0.027619735000000003	0.014114881999999999	0.027747368	0.022463663	0.012808944000000003	0.0253346936	0.0228922469	0.034814102	0.018969980000000004	0.03891690899999999	0.034465782	0.025825828	0.04817383800000001	0.032486018	0.029907597999999997	0.021474652000000004	0.018615185000000003	0.018570304	0.040045231	0.037091190999999996	0.004964023000000001	0.034459713	0.039666822000000004	0.033716974	0.03209911499999999	0.027743095	0.03331846900000001	0.03408725900000001	0.0312539245	0.023357297000000003	0.007602165	0.010218356999999999	0.036985656500000005	0.027475166999999998	0.05328188499999999	0.028839476000000006	0.021785388	0.030300056	0.015675510000000004	0.02234427	0.02686137	0.028575634	0.035415219	0.04240213	0.021711917	0.018421706000000003	0.017843092	0.015854879	0.018144895999999997	0.017057379	0.017396152999999998	0.029176185	0.011903226	0.014405398300000002	0.014905269999999998	0.013731733999999999	0.026200114	0.0403278465	0.03957324400000001	0.037134388	0.018180493000000006	0.030868314000000004	0.013614823	0.047306187000000006	0.033852565	0.052827467999999995	0.019078792999999997	0.034753275	0.032254293	0.005422007	0.0479670729	0.016503635
Metabolism_of_Other_Amino_Acids	0.06411166	0.0482993	0.05360621	0.060301138	0.0012498	0.05254946	0.065464798	0.062564078	0.069363388	0.059224599999999995	0.055191734	0.06527587700000001	0.051981148000000005	0.058568371999999994	0.060986000000000005	0.052385261	0.08160830000000001	0.0902793	0.09232802	0.09939112	0.09716921	0.09113898000000001	0.09080448	0.09505455000000002	0.09396277999999998	0.09024635	0.086412003	0.08656632	0.09073747	0.09330281000000001	0.08793572	0.09562525999999999	0.09833016	0.08891803	0.09111261000000001	0.09132450999999998	0.09143137	0.0922384	0.08543231	0.0804049	0.09085319000000001	0.0	0.09176540999999999	0.09752861000000002	0.08907739	0.08942229	0.08446999999999999	0.09014843	0.09907612000000002	0.08197497	0.07799241	0.09218873000000001	0.09063488	0.08644689000000001	0.09118361999999999	0.0561363	0.09459157	0.09252097000000001	0.08841052999999999	0.09372263000000002	0.08146603000000001	0.09004696000000001	0.07895548	0.09357572	0.09419080999999999	0.08637715	0.08858571999999999	0.08452433999999999	0.08985768999999999	0.09607903	0.09493737000000001	0.08664453	0.08859305999999999	0.09127401	0.08456052	0.10479679999999998	0.10027475	0.08510100999999999	0.09079733999999999	0.08808300999999999	0.09390109	0.09654203	0.08565038000000001	0.08585708	0.09701429	0.08834185	0.08766840000000001	0.09108338999999999	0.09314737000000001	0.08127408000000001	0.09122364999999999	0.10443418700000001	0.09700750000000001	0.08946588999999999	0.09424103	0.09007044	0.09829991	0.0990922	0.09691558999999998	0.08708807000000002	0.08625241	0.089741429	0.08341433	0.08990953	0.08256033000000002	0.09039542999999998	0.08841289000000001	0.08438865000000001	0.09019666	0.09491552	0.09475916000000001	0.08912263	0.09220861999999999	0.08723981	0.09396558999999999	0.09817279999999999	0.09253041999999999	0.09269944	0.064235894	0.09630488	0.08916168	0.04404967	0.09274030999999999	0.046005	0.08635069	0.0554755	0.10548774999999999	0.09236379	0.08451028	0.09423139000000001	0.08702626999999999	0.09679191999999999	0.09539662	0.08600138000000002	0.0911864	0.09126681000000002	0.0879777	0.09696075	0.09336689999999999	0.09359044999999999	0.08642404999999999	0.09444280000000001	0.039872123
Energy_Metabolism	0.012495836	0.009482280999999999	0.009023487	0.010765812999999999	0.01432527	0.0074174340000000005	0.014961455	0.011864634	0.005846	0.010506266999999998	0.008976188999999999	0.007933163	0.006897835	0.008865012	0.00893244	0.008385404300000003	0.046794709999999996	0.041634029999999995	0.04490789	0.04498117099999999	0.04215988	0.042887576	0.04501398	0.04361549	0.041171982	0.042076159999999994	0.041846369999999994	0.042764711000000004	0.042441329	0.04352249	0.039336606	0.037654480000000004	0.04686817	0.04049247000000001	0.0397953	0.040837649999999996	0.041093742	0.044404998	0.03866601150000001	0.04238552499999999	0.044178751499999995	0.02841543	0.04078332600000001	0.040560676000000004	0.04391651	0.040627248000000005	0.04348713	0.0395588	0.04027093799999999	0.04316116	0.041866379999999995	0.04008221	0.04231576100000001	0.04207336	0.040536169999999996	0.014894049	0.040650240000000004	0.04206044	0.0426785	0.043555010000000005	0.042489639999999995	0.04143511500000001	0.04206175100000001	0.04494025199999999	0.04298667	0.043625809999999994	0.041383041999999995	0.0418882	0.044314229999999996	0.039100296	0.04568184	0.04193432	0.041891171	0.04412918	0.04367487	0.038965138999999996	0.04233386	0.04580954	0.03950857	0.042254469999999995	0.040037	0.039268239999999996	0.040309397999999996	0.043754334	0.03955082	0.041826479	0.045144295	0.041361329999999995	0.0436552201	0.042246007999999995	0.04020426	0.0389237	0.038264269999999996	0.045250085999999995	0.042265159999999996	0.042628461	0.04353739999999999	0.038780869999999995	0.040623589999999994	0.04378459	0.04033257	0.007066290000000001	0.040606996000000006	0.041446221000000005	0.046486650000000004	0.039997765	0.040077970000000004	0.04056854	0.038627836	0.04256465	0.041208956000000005	0.0421824	0.043435055	0.041887054	0.039798614999999996	0.037200246	0.039786919999999996	0.039566409999999996	0.017296099	0.036773042	0.0419249	0.016787486	0.03978385	0.012963422999999998	0.034529295	0.017666796000000002	0.03384155	0.03981968000000001	0.04199464	0.037480917	0.037855339999999994	0.037526881	0.038911060000000004	0.013804067000000001	0.041101054	0.038771167999999995	0.038824162999999995	0.037771536	0.03983358	0.03893529900000001	0.037134623000000005	0.039791828	0.008768809
Glycan_Biosynthesis_and_Metabolism	0.030529231	0.027548403	0.035910674000000004	0.043143343	0.030596645	0.034792327	0.04951360899999999	0.038848377	0.036788364	0.033451517	0.031898307	0.029175424	0.031537834	0.029005341	0.030904063	0.032272466	0.063719134	0.051344421	0.06117227900000001	0.059216608999999996	0.058840239999999995	0.057756326999999996	0.06554566	0.060801098	0.038612297999999996	0.05386266	0.058802424	0.048598734000000005	0.051382557	0.05208487	0.044948323000000005	0.058281273	0.060251419	0.055852624	0.063126898	0.04756683400000001	0.04278791	0.06719972900000001	0.044467077	0.049517817	0.06293519899999998	0.0452042	0.047123684000000006	0.056712847	0.053613639	0.054002774999999996	0.07236197200000001	0.054476287000000005	0.04165656	0.062127954	0.062397418	0.050895066	0.048001812	0.062242016	0.050101271	0.037878592999999995	0.056374303999999986	0.045061079000000004	0.0566040505	0.053059783	0.060695947	0.05733713310000001	0.055974591	0.043239173000000006	0.05960901899999999	0.042716500000000004	0.055431817	0.048759712999999996	0.04871156599999999	0.048939543999999995	0.0588478814	0.051882428	0.05283746	0.054327543000000006	0.06212105	0.051290584	0.053030512	0.043079306000000005	0.05990411699999999	0.067613725	0.052176855	0.051503890000000004	0.054471155	0.054489827	0.050929821	0.05505359500000001	0.053053723000000004	0.050456619	0.06212529900000001	0.04108559	0.05201288799999999	0.047736482000000004	0.0507959987	0.05341495899999999	0.062329482	0.05392306	0.06296397399999999	0.049271039999999995	0.05250375299999999	0.051263236000000004	0.062940664	0.029195498	0.062486422	0.035835754	0.056144858	0.044301196	0.047488424	0.056027787	0.06250918700000001	0.054717580999999994	0.05870317	0.06109086649999999	0.059054921499999996	0.0578118137	0.044608005	0.055100505	0.052055756	0.049445385999999994	0.031806619	0.046308826	0.061639181	0.05348693000000001	0.05380884400000001	0.038057030000000006	0.04655450900000001	0.040868430000000004	0.05016685300000001	0.056923906	0.063174946	0.051433494	0.0577335	0.057543254	0.064199511	0.036970799	0.050010801	0.059310615	0.04589729299999999	0.054678309	0.0561589667	0.051331264999999994	0.04644956000000001	0.045885356999999995	0.033945184999999996
