Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	16.8615324290586	5.35085354946817e-26	0.948573583926364	1.76186768834797e-08
MDS2	12.3812797689696	2.76667090619186e-21	0.745744514642057	1.49201910772263e-18
MDS3	6.18488198009957	2.0684081729031e-09	0.878640974642142	1.22349484846247e-10
MDS4	5.59330823076731	0.764225517297217	0.431833460273615	1.24897858734622e-16
MDS5	4.90151855279448	0.00218860548704342	0.389487040666389	9.63581217806253e-15
MDS6	4.59546075447783	6.40831800868043e-06	0.527631302460961	1.28973251089333e-17
MDS7	4.29933693198284	0.99852169397053	0.576558716902768	1.4503791360071e-13
MDS8	3.76033499701123	0.110685057842809	0.350120730279525	1.35117340552018e-07
MDS9	3.39895952965268	0.803303628072434	0.813609698294805	2.04510778223241e-13
MDS10	2.75452377817862	0.210241435061472	0.84491191416029	1.2669350403296e-07
MDS11	2.70163344492578	0.871389573196716	0.277612271255483	1.33358938238332e-05
MDS12	2.56076329906282	3.24193237005839e-07	0.13149041412757	5.39329046782603e-07
MDS13	2.1185617291851	0.84097788955649	0.094908458708071	0.000111971036368243
MDS14	1.94863143117626	0.0937904174025932	0.585874430281208	5.64570772057019e-06
MDS15	1.85447932552457	0.698403056465019	0.42265425710858	0.000134274218098012
MDS16	1.74599106178526	0.989597871022451	0.758767821325097	5.94691170101441e-07
