MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	44.6052654566053	0.144968927108886	8.09808210998502e-05
MDS2	16.8030612934622	0.654493527618209	2.79074247940853e-05
MDS3	8.57680473658385	0.0782083139276154	3.55792603923664e-08
MDS4	4.82564406609074	0.022952038593609	2.79074247940853e-05
MDS5	3.79018511059476	0.650634895500666	0.00464378348828368
MDS6	2.45256994774608	0.022952038593609	0.0558010243096477
MDS7	2.26747011324084	0.966498246454972	5.64484473707966e-05
MDS8	2.09657347710972	0.144968927108886	0.000716110988565377
MDS1	44.6052654566053	0.0652777681563041	9.59837295627578e-05
MDS2	16.8030612934622	0.644413110496066	8.67412868555488e-05
MDS3	8.57680473658385	0.020613806297464	4.15352988163801e-08
MDS4	4.82564406609074	0.0115403650081119	2.93298603419052e-05
MDS5	3.79018511059476	0.546546597280853	0.0154907143377281
MDS6	2.45256994774608	0.0128959982403715	0.0780753862946469
MDS7	2.26747011324084	0.955469872134985	0.000134144954774986
MDS8	2.09657347710972	0.0652777681563041	0.000839581065693948
