Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	16.2218702183851	1.28397145365986e-06	0.307277827253223	1.05274965444469e-21
MDS2	15.1400416284765	1.76354516582902e-45	0.386943354830311	4.8948144454258e-08
MDS3	8.9084069856003	0.701134836975013	0.962249953918308	6.43148268470228e-23
MDS4	7.34244930500906	0.1365483669406	0.365488691098304	1.52418423667617e-30
MDS5	6.00540870375568	0.524187924380161	0.346658349639636	3.54847685730349e-17
MDS6	5.83665532230808	0.76607441436245	0.048882796931485	9.5113385484025e-12
MDS7	5.21769257905639	0.0039417422620754	0.777898313240756	2.01521308274805e-10
MDS8	4.51355261946957	0.514111870671071	0.696606330767731	1.5603510318546e-21
MDS9	3.95172487344697	0.273078864712792	0.193695726762789	9.07708412069784e-21
MDS10	3.76782710143951	0.406346385288422	0.817325305437518	3.50291382278897e-15
MDS11	3.63685122913362	0.566027648251274	0.388945626962786	1.02720859985878e-14
MDS12	2.85205492201429	0.19857281394623	0.903576955165943	4.58007780409657e-19
MDS13	2.58294399073878	0.879295792731271	0.291369396930727	5.68242233537827e-14
MDS14	2.31948634781501	0.999035439517622	0.424951385555773	5.14215191900839e-14
MDS15	2.01396961221887	0.00707724016134155	0.11825330348912	3.08280895276817e-11
MDS16	1.77932103247575	0.999744531547516	0.440090879353677	9.24414509003577e-08
