Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	17.6692241291581	8.30597934939039e-28	0.437090980637655	0.000296115122112839
MDS2	10.7135401603009	2.14308127405213e-10	0.596365440019229	4.01601490731629e-32
MDS3	6.2890590469268	2.1169692896715e-10	0.305310990280566	9.52985400625062e-22
MDS4	5.80280612353618	1.06584483795197e-06	0.172147044780553	1.85525802388961e-14
MDS5	5.04470466757891	0.0265383966357077	0.167600975357281	3.73840273967519e-16
MDS6	4.65948508498024	0.00975560706899752	0.994304744066668	1.69460115104935e-17
MDS7	4.20285617672187	0.00636989481871379	0.527699066609367	7.0092002067944e-18
MDS8	3.65651076010413	0.168581737653094	0.943385064094136	7.10269495210834e-22
MDS9	2.85019934989212	0.322978508568006	0.0824927523950235	7.91529397475336e-08
MDS10	2.79691073595352	0.12258872953751	0.985995111116159	1.58258066789332e-12
MDS11	2.51194326315371	0.599487915010501	0.178902760241695	3.10612523809125e-08
MDS12	2.28937583675112	0.00132356231482864	0.895753249336926	1.67796598157074e-10
MDS13	2.17729407422553	0.00564069069814743	0.985909454325797	0.00250388531580565
MDS14	1.8482865185507	0.109689691063347	0.179574085376644	3.86982568727219e-05
MDS15	1.70899333416087	0.33382934928391	0.976942959938832	2.78405981490549e-06
MDS16	1.54986574225612	0.743359808552682	0.770108581097826	3.81703645014842e-11
