MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	18.9712775514686	1.73849189841409e-22	0.0153832157138593
MDS2	16.4077308634958	8.08041759435273e-10	7.24016589862689e-05
MDS3	11.4941929307869	0.0011550429694835	5.54925267008912e-08
MDS4	8.81338977003073	0.0223797902448352	0.0837243729764582
MDS5	7.39239180318603	0.0226987994924629	2.19460839281263e-07
MDS6	5.20646715185898	0.72923851117309	0.248057668674785
MDS7	4.57600047156341	0.980758439955619	2.27113205596783e-05
MDS8	3.03955549259756	0.122041352533778	7.72620620241629e-07
MDS9	2.56042820128621	0.72923851117309	0.00108844192365033
MDS10	2.30107359670993	0.980758439955619	0.174457192263142
MDS11	2.13204530019653	0.980758439955619	0.014378177699527
MDS12	1.80559040759644	0.980758439955619	0.587400771231687
MDS13	1.56774996372906	0.980758439955619	0.00115907682518758
MDS14	1.25560616313577	0.72923851117309	0.27966611444086
MDS15	1.07682625144244	0.980758439955619	0.174457192263142
