Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	15.2189770284299	6.51483995974047e-50	0.87511574535416	7.12549712054168e-05
MDS2	9.15571782374639	4.40910589021029e-08	0.353983161235993	3.16220919403607e-18
MDS3	5.39874840019039	3.57202481101346e-08	0.308785561212289	1.43464234450944e-17
MDS4	4.66332369609365	0.669871716176023	0.861125860856059	1.2966264335067e-33
MDS5	4.04236402844978	0.000732739273121456	0.958348007010265	1.43743973863777e-24
MDS6	3.592185481024	0.0438876965522271	0.259941016878345	7.61204300889942e-43
MDS7	3.09001718869873	0.383006769233386	0.993026588659655	3.74659406378048e-19
MDS8	2.99965497880145	0.212603665525013	0.526921828885315	2.54407663852535e-16
MDS9	2.8523758241392	0.170647302821886	0.334912102402279	9.05109634709739e-18
MDS10	2.74500254037263	0.936452918682537	0.823828408267039	1.09551313835381e-13
MDS11	2.51635016566287	0.311055974878804	0.887949857948482	1.68844387921917e-21
MDS12	2.31627072197362	0.00257424681232957	0.797055701405353	9.06943726308402e-29
MDS13	2.00012330546508	0.762051834740117	0.316651960345547	2.47928432363982e-12
MDS14	1.8233556386184	0.34344061448296	0.668909034458881	8.40548540896957e-10
MDS15	1.74807728168155	0.423298298182206	0.127876497187603	8.1416528706542e-15
MDS16	1.71386222907874	0.0258967222792069	0.231108330468653	7.17618184241083e-14
