Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	18.1716160673859	5.43912591998162e-37	0.802469886034372	0.00287348389961032
MDS2	10.196847375499	3.00607481868639e-06	0.998947251827703	1.32803718505277e-33
MDS3	5.34027138697519	0.511219843374579	0.495871262752768	1.30815529820353e-25
MDS4	4.98344984126237	0.00203139506614389	0.694491568484202	1.06413740290693e-27
MDS5	4.70617527915147	5.16363466649357e-15	0.959741207897121	2.04112104324318e-23
MDS6	3.71489343459852	0.00381954831192988	0.750902134032501	1.74804099936401e-32
MDS7	3.54498557611446	0.00208591946569151	0.341703919107293	4.46626343737061e-37
MDS8	3.39457215759192	0.847331150377794	0.228320064159785	6.61912557582193e-12
MDS9	2.88789080156035	0.176811468378169	0.00985899408010336	5.29820440762742e-14
MDS10	2.85069380712656	0.0467907943518857	0.993875931965936	4.19688476649966e-26
MDS11	2.61394500685521	0.00851545264780195	0.274441968957516	7.57431453891887e-15
MDS12	2.24191938671221	0.210874518151444	0.359479435833164	9.88024933489968e-20
MDS13	2.03002954115102	0.746115879645055	0.170023548720074	7.94064347016851e-16
MDS14	1.91692730875583	0.293965881871539	0.605745022788481	2.63970343232306e-11
MDS15	1.74231600773699	0.0716837115626649	0.0472158120087331	7.82859524745708e-07
MDS16	1.65542488188154	0.654998756314432	0.885623668531321	5.31491187489538e-09
