MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	22.4270515641465	0.000541306329959654	0.235640356322583
MDS2	18.9492387189356	0.898705959976064	1.94934403429623e-05
MDS3	10.7810319583038	4.62679442547697e-05	1.83296947807027e-08
MDS4	6.10664070426976	0.266662461508266	5.85405788047318e-21
MDS5	5.15505526814795	0.678436573879946	8.55853129534954e-12
MDS6	3.68820095342903	0.266662461508266	6.19038042315781e-10
MDS7	2.79880008845468	0.266662461508266	2.96913554045451e-20
MDS8	2.28593203527245	0.731716023888399	1.44750815458544e-06
MDS1	22.4270515641465	0.000333394360913287	0.281312217353766
MDS2	18.9492387189356	0.792802678157827	3.37341996682408e-05
MDS3	10.7810319583038	2.82400084346565e-07	8.74676665109334e-10
MDS4	6.10664070426976	0.0441546831957717	5.07175456329761e-22
MDS5	5.15505526814795	0.448119691862804	2.85728637461876e-11
MDS6	3.68820095342903	0.107236201687868	8.74676665109334e-10
MDS7	2.79880008845468	0.0908692006398226	7.19113606187983e-20
MDS8	2.28593203527245	0.694934427354623	4.23917219739186e-06
