Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	20.3528634826455	0.0461652992392319	0.279409978523246	1.08048521351752e-19
MDS2	18.0131562306265	2.6146429627378e-37	0.92274365704194	3.64179988692447e-10
MDS3	13.5490686020266	7.49744066898092e-05	0.448791138079535	9.18436861749096e-21
MDS4	10.7458075325677	4.23193414680939e-07	0.0805743862991238	1.69370362337342e-12
MDS5	7.81685672735167	0.00962762828298238	0.353357353375871	1.76459611930144e-12
MDS6	6.99359136043386	0.30457353361965	0.764279653903177	4.32498256202642e-25
MDS7	4.68148049556012	0.28842758301049	0.915714160443977	2.25429785596821e-14
MDS8	3.5878118995184	0.196366887229749	0.530698431364632	2.15155169884218e-09
MDS9	3.16931597514513	0.992994599975169	0.021989410808427	1.16980656915714e-05
MDS10	2.57918629220967	0.307040902376472	0.622086871449995	4.36551297766127e-07
MDS11	2.07751437969379	0.505112354960191	0.368256359862785	1.6470347976652e-12
MDS12	1.82274038354998	0.490185512354957	0.775217959674554	0.000827903604497965
MDS13	1.51250961739986	0.00135832034064566	0.731969372325741	0.10186460903298
MDS14	1.05321861131746	0.989771465922268	0.387890081042212	8.96628939532175e-06
MDS15	0.988074386976854	0.929971893968206	0.670433870402701	0.999964778063317
MDS16	0.559719959840035	0.988124644194819	0.720513889310237	4.88814856173835e-05
