MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	41.3546129826589	0.963135131932627	0.000221649811767931
MDS2	14.508433732022	0.0511105095463514	4.15542536453121e-06
MDS3	7.75669277115571	0.127736459097271	2.42474859901716e-08
MDS4	5.91097762567859	0.00298889353256443	0.234926243260813
MDS5	4.54243652185377	0.0049803387219183	0.000296682353204544
MDS6	3.56228988899694	0.207816967627854	0.000296682353204544
MDS7	2.56399955019492	0.149053986618768	0.0538840215940274
MDS8	1.80924948896228	0.656716181233954	2.73583872614653e-06
MDS1	41.3546129826589	0.889619099161423	0.000326633183187554
MDS2	14.508433732022	0.0250536951308684	1.99542810816162e-05
MDS3	7.75669277115571	0.0269091255282999	1.31643046828422e-08
MDS4	5.91097762567859	0.00133277179154075	0.309589982452459
MDS5	4.54243652185377	0.00133277179154075	0.000326633183187554
MDS6	3.56228988899694	0.13129898957316	0.000728766087732903
MDS7	2.56399955019492	0.130757398947747	0.125436793016312
MDS8	1.80924948896228	0.628075772565553	9.12127371420918e-06
