MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	43.6127493637434	0.102173205442531	0.000291389990464084
MDS2	17.5781344469266	0.012806205175848	1.04546654954413e-06
MDS3	8.1839709497881	0.0220910619191236	0.000954552413692005
MDS4	4.2032050154383	0.533333113240536	1.04546654954413e-06
MDS5	2.63998204812756	0.59123914915597	0.00357623436982544
MDS6	2.54680579872071	0.59123914915597	0.35284635054761
MDS7	2.27835994537559	0.858989514064698	0.000851501440529155
MDS8	1.82790348444933	0.102173205442531	0.00357623436982544
MDS1	43.6127493637434	0.0420694918159594	0.00021907497638275
MDS2	17.5781344469266	0.000785899017378229	2.28945226612092e-07
MDS3	8.1839709497881	0.00803713702914499	0.00125950785411399
MDS4	4.2032050154383	0.457225286114651	2.2559029471991e-06
MDS5	2.63998204812756	0.563144247343854	0.00784546363598658
MDS6	2.54680579872071	0.563144247343854	0.767393428247882
MDS7	2.27835994537559	0.814538629179116	0.00175017085433087
MDS8	1.82790348444933	0.0749040208580156	0.00684367855526797
