Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	18.9155732491146	1.48289014691124e-45	0.774228089630607	0.000533280535503398
MDS2	8.85939160796265	1.64827721693907e-05	0.445571875434097	1.33930840119709e-21
MDS3	6.31117230538358	1.45070148438554e-05	0.279783548965102	5.31701083279058e-16
MDS4	5.91609110169234	0.0770512584565226	0.838060121006625	8.29022595853555e-16
MDS5	4.94871246641215	0.0283078251046685	0.634786916198765	2.78868693246559e-16
MDS6	4.45070453832856	0.732976866838775	0.591422199771601	1.63141421454838e-16
MDS7	4.18240025574764	0.787154725061916	0.389822971455981	4.37524210705123e-22
MDS8	3.84515313201032	1.49283838059189e-05	0.728279428177176	1.12395484697091e-08
MDS9	3.38011377337806	0.181909033232976	0.974684579541496	1.52058056332644e-09
MDS10	3.30625873744092	0.00444137712195448	0.779214430389972	8.14796221252073e-11
MDS11	2.90000088185551	0.00675001120164374	0.137248919687302	1.88078487154169e-06
MDS12	2.30625339743873	0.100872960010088	0.845132796642514	4.84332620909069e-06
MDS13	2.20652028437438	0.985086580554309	0.775250651406668	4.56556627877322e-06
MDS14	1.95116783315699	0.171733262672434	0.100537062534407	0.000129963826095014
MDS15	1.80121045352696	0.0752275868267276	0.932376968455535	5.6593376312856e-05
MDS16	1.60143129641135	0.997692263143895	0.747525722950632	1.28766127072071e-06
