Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	44.6052654566053	0.0564208403672218	0.0898348537095459	4.79918647813789e-05
MDS2	16.8030612934622	0.726764713739328	0.245058117950404	3.25279825708308e-05
MDS3	8.57680473658385	0.00903722252094161	0.383595272276181	5.19191235204751e-09
MDS4	4.82564406609074	0.000539137941612242	0.324822687136038	7.3324650854763e-06
MDS5	3.79018511059476	0.619104665135292	0.988327671158191	0.0135543750455121
MDS6	2.45256994774608	0.000407435217131256	0.721215797146848	0.0780753862946469
MDS7	2.26747011324084	0.998240510301009	0.754382188247038	8.38405967343661e-05
MDS8	2.09657347710972	0.0529989060443765	0.139779024027812	0.000629685799270461
MDS9	1.51408364938443	0.376774657045576	0.487408650527676	0.00071799843754207
MDS10	1.38264802267766	0.00274785586153923	0.43681393122693	0.0310999009612279
MDS11	1.27079384598292	0.00243346531038083	0.611240429304881	0.999973586030527
MDS12	1.05116229121268	0.518258404708281	0.351318971744616	0.0300102680035968
MDS13	0.926863800030804	0.0573518241678263	0.573772901463663	0.999973538123301
MDS14	0.79019906261857	0.681486232376904	0.610727380856742	0.225165434865384
MDS15	0.733062298735595	0.265443880924982	0.374268660571221	0.377448015614576
MDS16	0.660935457780842	0.0173782059048084	0.33052368376751	0.999973274137536
