Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	16.0010436848082	3.05380443338799e-37	0.77303636463845	9.28926514784936e-06
MDS2	11.4015136774972	7.50567290206205e-16	0.742760817869339	2.96013071194042e-18
MDS3	5.76582307421919	1.62421294148273e-12	0.866749197794091	3.19395169396973e-10
MDS4	5.03583080491518	6.20112347894867e-05	0.707993942740711	1.39392651555459e-20
MDS5	4.41041423216797	0.81828312992681	0.613917721896856	5.92608218788756e-18
MDS6	4.03350057217357	0.511685830198873	0.618619104946997	1.66354718603806e-12
MDS7	3.65985664104827	0.0420995885677968	0.346387111205118	1.2161668861004e-23
MDS8	3.37142935775102	0.860423758499483	0.862477575197314	1.47834420310573e-17
MDS9	2.9387258044987	0.615196385645229	0.763875762823558	1.06810449965156e-10
MDS10	2.75133202353647	0.0288473437938376	0.697113062002116	4.40293518620679e-08
MDS11	2.41631553849007	0.671170069902795	0.342580887590605	1.42399522038537e-08
MDS12	2.18352344033266	0.926481790815222	0.33042446862337	1.95004645973653e-13
MDS13	2.09269410597883	0.534184319884998	0.864045258276015	1.40390283243309e-07
MDS14	1.98936629773234	0.875845074719947	0.897721834581199	0.109343903802055
MDS15	1.84896524284583	0.000110752742070732	0.360773744479444	3.55420917760804e-16
MDS16	1.76844427269117	0.164615472513071	0.228721776377291	2.08868853996844e-07
