Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	14.3460291769406	1.92213027416492e-31	0.495125513374607	2.890231781091e-09
MDS2	13.075799366815	1.61028943488639e-20	0.393529138855606	1.30166131814376e-20
MDS3	6.6171207882956	0.0177534134303469	0.462321044383557	6.62938693456392e-29
MDS4	6.46662303310382	0.052139166900084	0.855297676461577	1.30195358525806e-25
MDS5	5.89051502145236	0.701842021613611	0.684613936631492	2.85121289305863e-29
MDS6	5.17284317068355	0.918382450912985	0.477410201993085	3.3348375168927e-20
MDS7	4.79109222277629	0.947831667879687	0.405016130055126	7.30621048360461e-14
MDS8	3.68600881030067	0.0183202904589031	0.122891375535839	2.16038536388558e-14
MDS9	3.55949075130898	0.510589944827149	0.426206037608604	2.0739423215957e-21
MDS10	3.33236773219542	0.220191767062479	0.253803458750665	5.11710136331772e-14
MDS11	3.20862447028819	0.342597535271493	0.881186253834936	3.65124326675106e-22
MDS12	2.8341352426543	0.988209205250762	0.336766459402014	2.59213828158819e-19
MDS13	2.62535547992047	0.586387294906	0.723516259762883	2.86606040042626e-16
MDS14	2.52197730509334	0.302763269956365	0.263300921343846	3.15968711711195e-18
MDS15	2.17143314153317	0.167226073878756	0.599646920052029	3.27451030414481e-24
MDS16	1.95020545330866	0.763621445670166	0.951054752443727	1.13322754820107e-11
