Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	30.2140175552626	1.37204377744462e-23	3.15582926050985e-15	0.0562335813706151
MDS2	16.8165605326455	0.00183309811255245	0.0112747051085721	0.000264129926683153
MDS3	14.534181926658	0.333580927527662	0.294650384422667	3.98489301318973e-05
MDS4	9.87640481717922	0.248661909102491	0.237796423877832	0.000202768913550765
MDS5	8.14995880262781	0.697790123801524	0.549056996808265	0.000793111682942942
MDS6	5.33445009803463	0.234383676428048	0.228025562884572	2.24331627550052e-05
MDS7	3.9631272295851	0.991601343275643	0.926957171558354	0.00133804690866792
MDS8	3.33652673961088	0.706689117525308	0.556186539622828	4.26428013783564e-09
MDS9	2.06044757174127	0.666963529524306	0.524951745173415	0.568728234715521
MDS10	1.91345461693588	0.641527912511833	0.505670636181816	0.547377456063144
MDS11	1.11278093669813	0.788421624128485	0.626329369353985	0.999967316317929
MDS12	1.02565594364938	0.381806178194236	0.326505099814657	0.999986686582627
MDS13	0.969380708475285	0.98525382208612	0.903160881316277	0.999981954152509
MDS14	0.423838851163576	0.98977095697355	0.919377027910261	0.0326646999395723
MDS15	0.2692136697328	0.64875318462779	0.511096888096787	0.999986882368774
