MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	20.7366807632393	0.0242576382762132	0.00260947283499881
MDS2	18.2928179022228	0.303922006687908	0.0103038253514565
MDS3	10.3807083623495	5.31295498251946e-06	1.47717798447915e-06
MDS4	5.91852766706325	0.103066868867194	8.56898474684754e-17
MDS5	4.55910332888122	0.422262249028297	1.30099520050612e-10
MDS6	3.79885382335242	0.103066868867194	4.05431296999439e-12
MDS7	2.82907747933676	0.46130918379821	6.7876066499099e-12
MDS8	2.39524662981968	0.103066868867194	4.7506323871868e-07
MDS1	20.7366807632393	0.00673561462860685	0.00206910742863709
MDS2	18.2928179022228	0.255875792089295	0.0230371448828656
MDS3	10.3807083623495	3.76685917458769e-08	6.55426043382933e-08
MDS4	5.91852766706325	0.0140365915614889	1.17486320437739e-17
MDS5	4.55910332888122	0.255875792089295	3.26051365489528e-10
MDS6	3.79885382335242	0.0407805899328601	6.86467648586518e-12
MDS7	2.82907747933676	0.390987637905713	2.73897248617308e-11
MDS8	2.39524662981968	0.0407805899328601	4.69627575244976e-07
