Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	18.2151395733783	4.11699201086031e-42	0.695228094528483	5.3102956334393e-09
MDS2	16.0481267077609	1.63739894169247e-14	0.549035918560138	2.30364656919663e-10
MDS3	10.882966731877	6.03153254030344e-06	0.612183211444783	7.88114335735887e-10
MDS4	8.40774322910554	0.0015873090983107	0.702551702646074	0.113915838890141
MDS5	7.41098861517921	0.00128656890760772	0.0668874995060498	1.84344945930826e-09
MDS6	5.0416008840145	0.351503379339278	0.37584946811281	0.2616086453516
MDS7	4.4788655672164	0.757728577346052	0.813691911115218	5.42075227725516e-05
MDS8	2.92982114640958	0.0439588416455373	0.448457095079005	4.30198070167225e-08
MDS9	2.61923780228382	0.994040076151666	0.433149580097815	0.000736788446119298
MDS10	2.42964099494971	0.704443216579075	0.404513953281526	0.00461716971888133
MDS11	2.09074796729314	0.5654145893994	0.0535941880801469	0.00198657649566408
MDS12	1.92349864128765	0.0712225787532378	0.776264083177222	0.00394325550546521
MDS13	1.71188575980979	0.309231726404981	0.781197042976292	0.999968837015163
MDS14	1.54336848390482	0.967629290152208	0.599524022123692	0.00843206503425453
MDS15	1.25032943554476	0.595172461223627	0.122503065893173	0.924732796791548
MDS16	1.14601847031644	0.734812911925342	0.661053788605032	0.999985497497144
