MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	73.8973496724658	1.47904241459581e-67	0.999971226458558
MDS2	4.49337555410563	0.662301760288166	0.999971226458558
MDS3	2.99496541387061	0.530632610937371	0.999971226458558
MDS4	2.26868850713669	0.662301760288166	0.999971226458558
MDS5	1.84994111611549	0.662301760288166	0.999971226458558
MDS6	1.80443098926226	0.572807078250332	0.999971226458558
MDS7	1.37286582257879	0.583699637847792	0.999971226458558
MDS8	1.21467581591983	0.916225890072855	0.999971226458558
MDS1	73.8973496724658	2.39528655437821e-51	0.622057182011949
MDS2	4.49337555410563	0.768960787483096	0.999983933685323
MDS3	2.99496541387061	0.546666610031564	0.999983933685323
MDS4	2.26868850713669	0.768960787483096	0.999983933685323
MDS5	1.84994111611549	0.815851343579571	0.464596503912896
MDS6	1.80443098926226	0.565861599144153	0.999983933685323
MDS7	1.37286582257879	0.712083503561625	0.644329890902049
MDS8	1.21467581591983	0.927845929568855	0.999983933685323
