MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	93.008053082261	2.0685131131794e-37	0.959781712798419
MDS2	2.37372122837733	1.48466713814089e-11	0.99771753377016
MDS3	1.11181510310966	0.608883637394208	0.00251683946654054
MDS4	0.625965316156871	0.910858952714866	0.665090788633903
MDS5	0.338614179639595	0.910858952714866	0.99771753377016
MDS6	0.316231751941796	0.910858952714866	0.665090788633903
MDS7	0.309716394315612	0.910858952714866	0.244224210846294
MDS8	0.242366676103233	0.0851488271082426	0.99771753377016
MDS1	93.008053082261	3.01800862242812e-30	0.935821954662545
MDS2	2.37372122837733	8.31082940415295e-11	0.999973201794792
MDS3	1.11181510310966	0.535254329160883	0.00157564257104522
MDS4	0.625965316156871	0.783891314110114	0.935821954662545
MDS5	0.338614179639595	0.783891314110114	0.999973201794792
MDS6	0.316231751941796	0.783891314110114	0.303956590051775
MDS7	0.309716394315612	0.783891314110114	0.214905942026273
MDS8	0.242366676103233	0.0902073526547459	0.935821954662545
