Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	16.1039450762635	5.57738984959614e-47	0.894864905863698	2.21913729118135e-06
MDS2	11.3151914810828	0.000102022742770674	0.364209039425558	1.03544605793916e-19
MDS3	6.790923916769	0.000778923472977619	0.130313698298215	7.58739064422769e-16
MDS4	6.18610625590336	0.121429125943379	0.515218949365779	6.69865210555395e-16
MDS5	5.66911838858928	0.91486919808131	0.511778595777298	8.73843729761585e-21
MDS6	5.52420542076649	0.00981659554477184	0.879990211495724	1.7367684533974e-07
MDS7	4.81857016001196	0.653089085276504	0.360838947922444	1.42860872676148e-17
MDS8	4.13975811953108	5.35977009274261e-06	0.575422414054195	0.000911058727978198
MDS9	3.84743996606254	0.258039862600735	0.716256484047819	2.62578598765545e-09
MDS10	3.19893642627395	1.55806623837559e-06	0.127014092686815	4.76954188482084e-12
MDS11	2.53858858960507	0.357461313327821	0.916172221791514	0.00398742547021216
MDS12	2.4416533892561	0.0870872676844006	0.154782132452415	0.000100910034606425
MDS13	2.17118355774516	0.926037298656695	0.568827964248913	1.38717358219637e-05
MDS14	1.87373795319276	0.820934257900341	0.25563158692879	1.25467785211018e-05
MDS15	1.55897367062817	0.724383105860291	0.61602620781022	0.000440911439850486
MDS16	1.50558440696239	0.988489258711502	0.725243562506564	2.49765430093107e-08
