Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	12.8879515093502	1.23614614474119e-56	0.802705317760146	1.63632939594829e-05
MDS2	10.0120798635505	0.000215080821523455	0.738775221188102	3.24819049160381e-28
MDS3	5.12721624457129	0.000425928076233857	0.280679349035116	1.22259925260604e-28
MDS4	4.84449870918526	5.42195928674501e-05	0.854407220172414	7.23000289500987e-34
MDS5	3.56338586264155	0.957287979118653	0.23818579752712	1.06460655182265e-34
MDS6	3.51512452275569	0.329174790143946	0.767539149475212	1.00213678641484e-47
MDS7	3.00582356902576	0.668480249945556	0.934708363817987	4.40808837440687e-30
MDS8	2.838549063881	0.999396229504343	0.723579320772985	5.66622203874876e-20
MDS9	2.47794515787557	0.982242291405238	0.81155114920829	1.78928913684449e-40
MDS10	2.36891126206036	0.530750950829631	0.711660127736775	7.279812441338e-36
MDS11	2.23916670840068	0.0355550152434344	0.0809920863572861	1.94046826908533e-11
MDS12	2.09687652080913	0.337001788268662	0.738506310521692	1.63087236698502e-21
MDS13	1.93475983571461	0.102778027371163	0.708704707893217	2.2980076616426e-25
MDS14	1.87770716398696	0.86504525408013	0.686013869602011	1.20600850537965e-16
MDS15	1.72034033548186	0.36636986100044	0.482020254057173	7.87836875271417e-26
MDS16	1.6604003187145	0.844175763139624	0.799971171056695	1.27956395981504e-27
