Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	22.4270515641465	7.41145630960686e-07	0.862320066205161	0.281312217353766
MDS2	18.9492387189356	0.983763523307967	0.088638336221782	2.95174247097107e-05
MDS3	10.7810319583038	2.79739294795206e-09	0.928427702549163	4.66506340692027e-10
MDS4	6.10664070426976	0.0873282073313267	0.0686485710516411	6.33969320412202e-23
MDS5	5.15505526814795	0.647136468247993	0.875264160214177	1.07148239048204e-11
MDS6	3.68820095342903	0.117151647158022	0.862115113301955	5.46672915693333e-10
MDS7	2.79880008845468	0.149391519124161	0.875918787678488	1.79778401546996e-20
MDS8	2.28593203527245	0.803925865103019	0.512032076017857	3.1793791480439e-06
MDS9	2.10031348243312	0.000179117094319711	0.601732886355655	7.41845705055774e-06
MDS10	1.69164271031725	0.0356592428394353	0.460006020812836	3.10012811713605e-05
MDS11	1.50759316867321	0.25654605664354	0.522747803659265	1.27313696888788e-05
MDS12	1.42181536581503	0.330432999591198	0.59657886746278	0.000205527254557522
MDS13	1.30653311239014	0.003614454228287	0.43168694102375	7.51640290998825e-05
MDS14	1.22810039526582	0.496067370253909	0.0350555813126844	2.65316163063384e-07
MDS15	1.17744969417107	0.00648750567750942	0.315784503689484	0.00015895873898787
MDS16	1.02697636977976	0.462777688123083	0.120468039815318	4.96015576017155e-05
