Geobacter_lovleyi	2.33334366217588	0.628	2.02914383253058	2.029	8.449725e-05	5.945418e-06	0.000404117282608696	3.11426657142857e-05
Coprococcus_catus	3.13067338152504	0.617	2.98929140055719	2.989	0.0934023	0.1380934	0.190263944444444	0.261999896551724
Streptococcus_parasanguinis	1.68745623247411	0.87	1.13322235881898	1.133	2.24198e-06	7.517413e-07	1.35409305263158e-05	4.86420841176471e-06
Prevotella_intermedia	0.857172912351927	0.626	1.76141385831993	1.761	2.432641e-12	4.928281e-10	2.97322788888889e-11	5.4211091e-09
Acholeplasma_brassicae	0.756400442797999	1.023	0.654174829953268	0.654	0.4005075	0.9206432	0.579681907894737	0.96361776146789
Variovorax_paradoxus	0.709579600105072	1.025	0.702683521591413	0.703	0.9584507	0.8638656	0.984902212962963	0.959850666666667
Eggerthella_lenta	1.51703585442379	0.803	1.60740565536	1.607	0.3618413	0.1244893	0.537872202702703	0.244532553571429
Streptococcus_anginosus	0.36737158602839	0.505	1.21216782466013	1.212	3.317565e-12	4.336449e-09	3.6493215e-11	4.336449e-08
Streptococcus_gordonii	0.435760687316358	0.614	0.266244677238246	0.266	0.01929092	0.01607225	0.0505238380952381	0.0441986875
.Ruminococcus._torques	3.87367364752419	0.253	3.8735420203913	3.874	0.9971886	0.896528	0.9975671	0.96361776146789
Clostridium_beijerinckii	0.241721274635162	0.4	0.185414625784313	0.185	0.2366635	0.5530573	0.400507461538462	0.691321625
Roseburia_hominis	2.56846582275407	0.521	2.4953111890566	2.495	0.2771978	0.1560821	0.455100865671642	0.282153370967742
Faecalitalea_cylindroides	1.27923076185888	0.973	1.39733196409849	1.397	0.3441783	0.269766	0.525827958333333	0.44961
Beutenbergia_cavernae	0.185907273868325	0.283	0.168316726780917	0.168	0.6256075	0.579868	0.773222752808989	0.708727555555556
Eubacterium_rectale	3.29993285903436	0.785	3.12599893997068	3.126	0.08940921	0.04556721	0.18556628490566	0.102293736734694
Haemophilus_parainfluenzae	0.544594290183649	0.8	0.493466632484935	0.493	0.6051586	0.9421944	0.75644825	0.96361776146789
Pantoea_ananatis	0.702140007697148	0.58	0.81648555176081	0.816	0.1493821	0.1943002	0.273867183333333	0.33395346875
Acidaminococcus_fermentans	2.87353391584967	1.013	2.5990702171595	2.599	0.02663713	0.0005634285	0.064254229787234	0.0021371425862069
Streptococcus_salivarius	1.37671446408983	1.121	0.968626942307287	0.969	0.003069494	0.003699028	0.0102316466666667	0.0123300933333333
Parabacteroides_distasonis	3.42472709003	0.609	3.35206668550784	3.352	0.3614458	0.3394517	0.537872202702703	0.522057097222222
Methylobacterium_nodulans	0.545913993528072	0.637	0.416881873776331	0.417	0.09838552	0.1036395	0.19677104	0.2111175
Streptococcus_macedonicus	0.451140176648515	0.644	0.718271299664067	0.718	0.01765715	0.1381454	0.0494919243902439	0.261999896551724
Methylocella_silvestris	0.58815204261809	0.494	0.507358031725874	0.507	0.2136539	0.176375	0.373046492063492	0.307956349206349
Desulfovibrio_vulgaris	1.19981870230153	1.008	0.993334990377916	0.993	0.1029874	0.1153093	0.202296678571429	0.2306186
Ruminococcus_bromii	2.02479457088164	1.4	2.01119678695923	2.011	0.9385453	0.8616511	0.973962103773585	0.959850666666667
Desulfotomaculum_reducens	0.11006364043002	0.247	0.230086813348194	0.23	0.001336991	0.0008589018	0.00544700037037037	0.0031493066
Ruminiclostridium_thermocellum	0.976769788130177	0.944	0.823054028024727	0.823	0.1659411	0.3417101	0.299238049180328	0.522057097222222
.Clostridium._sticklandii	0.572361348979683	0.709	0.945936172353382	0.946	0.0002317993	0.0002523131	0.00101991692	0.000991230035714286
Campylobacter_curvus	0.092864694711283	0.288	0.818185126363279	0.818	5.57264e-13	2.394043e-13	7.66238e-12	3.576876875e-12
