Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	20.3791576311533	0.279341251178092	0.747099519931556	2.24441075545039e-21
MDS2	14.0345481094529	1.12454102320571e-21	0.814308835997425	0.00020831917488587
MDS3	10.8091469413041	0.495809927263542	0.317346739564605	9.46944467423864e-15
MDS4	7.69844027271995	0.345168714584489	0.590437654587132	6.76784228001088e-11
MDS5	6.69661499278527	3.15288940446751e-15	0.443145466040068	8.13791810597613e-10
MDS6	5.14157643669575	0.787534923999709	0.0122226289891745	5.03741359713079e-07
MDS7	4.43884538328683	0.398607512414867	0.327676453161839	9.84933747379508e-08
MDS8	4.02324827658828	0.0590615512020554	0.44882999127771	2.89972118170531e-09
MDS9	2.42899013969359	0.840915092592885	0.212522696855872	0.0308507984984016
MDS10	2.16551352457105	0.0206568773299899	0.806822071870023	0.00336906728033234
MDS11	1.95562347453513	0.0676904529726054	0.460845343490024	1.97831945440492e-20
MDS12	1.77954620728153	0.663940373758104	0.932949300372179	0.0180172971931446
MDS13	1.61714930800051	0.458108780711015	0.322566158309987	0.0805387050345601
MDS14	1.52499058277196	0.208927693288051	0.0126568761678394	0.0495067712869991
MDS15	1.42567808882382	0.0624031191304528	0.447323901504564	0.596519341278291
MDS16	1.28959074730477	0.0217087271208973	0.0981301222591996	0.604983079475396
