MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	69.5698429358983	2.27776908289005e-70	0.999824899044706
MDS2	2.66298618764815	0.403305893579933	0.407230334900842
MDS3	1.8826819181921	3.31134083999147e-08	0.0311462179210788
MDS4	1.35685273423856	0.842462768626276	0.047140785552924
MDS5	1.13821075963226	0.0337657054958693	0.558870765596407
MDS6	1.0315713686519	0.458148865772254	0.999824899044706
MDS7	0.96112582715723	0.458148865772254	0.999824899044706
MDS8	0.914516882818372	0.403305893579933	0.999824899044706
MDS1	69.5698429358983	4.86559013270408e-53	0.30442850399039
MDS2	2.66298618764815	0.688576048257135	0.211164868245165
MDS3	1.8826819181921	1.18982718294595e-08	0.00145366730979375
MDS4	1.35685273423856	0.837307807015689	0.0547288990751252
MDS5	1.13821075963226	0.0317837371941173	0.211164868245165
MDS6	1.0315713686519	0.561692739392827	0.529807142164866
MDS7	0.96112582715723	0.561692739392827	0.211164868245165
MDS8	0.914516882818372	0.440534832311456	0.999978800604834
